grade,Unit,Deutsch,Spanisch
13,Unidad 4,privat,"privado, -a"
13,Unidad 4,persönlich,personal
13,Unidad 4,etw. kontrollieren; überprüfen,comprobar algo
13,Unidad 4,die Daten,los datos
13,Unidad 4,das Konto,la cuenta
13,Unidad 4,das Passwort,la contraseña
13,Unidad 4,die Privatsphäre,la privacidad
13,Unidad 4,die Einstellung,la configuración
13,Unidad 4,mit einem Hashtag versehen,etiquetar
13,Unidad 4,kursieren; im Umlauf sein,circular
13,Unidad 4,die Datenbank,el banco de datos
13,Unidad 4,die Sicherheit,la seguridad
13,Unidad 4,der Spezialist / die Spezialistin,el/la especialista
13,Unidad 4,Big Data,los macrodatos
13,Unidad 4,die Menge,la cantidad
13,Unidad 4,enorm; riesig,enorme
13,Unidad 4,etw. analysieren,analizar algo
13,Unidad 4,der Algorithmus,el algoritmo
13,Unidad 4,die Werbung,la publicidad
13,Unidad 4,die Website,la página web
13,Unidad 4,etw./jdn (an)schauen,mirar algo/a alguien
13,Unidad 4,der Bereich,el campo
13,Unidad 4,gleichzeitig,al mismo tiempo
13,Unidad 4,etw. vergleichen,comparar algo con algo
13,Unidad 4,die Krankheit,la enfermedad
13,Unidad 4,krank,"enfermo, -a"
13,Unidad 4,wahrscheinlich,probable
13,Unidad 4,vielleicht,a lo mejor
13,Unidad 4,etw. vorbeugen,prevenir algo
13,Unidad 4,etw. vorhersagen,predecir algo
13,Unidad 4,die Naturkatastrophe,la catástrofe natural
13,Unidad 4,die Demonstration,la manifestación
13,Unidad 4,das Wort,la palabra
13,Unidad 4,falsch,"falso, -a"
13,Unidad 4,personalisiert,"personalizado, -a"
13,Unidad 4,beeinflussen,influir
13,Unidad 4,die Anwendung; die App,la aplicación
13,Unidad 4,funktionieren,funcionar
13,Unidad 4,sich einer Sache bewusst sein,ser consciente de algo
13,Unidad 4,die Gefahr,el peligro
13,Unidad 4,gefährlich,"peligroso, -a"
13,Unidad 4,logisch,"lógico, -a"
13,Unidad 4,das Cybermobbing,el ciberacoso
13,Unidad 4,etw./jdn verteidigen,defender algo/a alguien
13,Unidad 4,die Grenze,el límite
13,Unidad 4,jdn stören,molestar a alguien
13,Unidad 4,etw./jdn ignorieren,ignorar algo/a alguien
13,Unidad 4,auf etw. bestehen; insistieren,insistir en algo
13,Unidad 4,jdn blockieren,bloquear a alguien
13,Unidad 4,jdn schikanieren; bedrängen,acosar a alguien
13,Unidad 4,das Mobbing,el acoso
13,Unidad 4,jdn anzeigen,denunciar a alguien
13,Unidad 4,die Kampagne,la campaña
13,Unidad 4,gegen etw./jdn sein,estar en contra de algo/alguien
13,Unidad 4,für etw./jdn sein,estar a favor de algo/alguien
13,Unidad 4,der Hashtag,la etiqueta
13,Unidad 4,das Emoticon,el emoticono
13,Unidad 4,etw./jdn kritisieren,criticar algo/a alguien
13,Unidad 4,hübsch,"guapo, -a"
13,Unidad 4,das Paar,la pareja
13,Unidad 4,endlich,por fin
13,Unidad 4,der Look,el look
13,Unidad 4,Übergangs-,de entretiempo
13,Unidad 4,die Mütze,el gorro
13,Unidad 4,ernst(haft),"serio, -a"
13,Unidad 4,irgendein / irgendeine,cualquier
13,Unidad 4,jdm etw. einfallen,ocurrírsele algo a alguien
13,Unidad 4,dumm,"tonto, -a"
13,Unidad 4,(sich) etw. verdienen,merecerse algo
13,Unidad 4,der Respekt,el respeto
13,Unidad 4,über etw./jdn lachen,reírse de algo/alguien
13,Unidad 4,das Profil,el perfil
13,Unidad 5,der Android,el androide
13,Unidad 5,das Hologramm,el holograma
13,Unidad 5,der Spiegel,el espejo
13,Unidad 5,der Roboter,el robot
13,Unidad 5,die Drohne,el dron
13,Unidad 5,die Wirklichkeit; die Realität,la realidad
13,Unidad 5,virtuell,virtual
13,Unidad 5,der Drucker,la impresora
13,Unidad 5,intelligent,inteligente
13,Unidad 5,der Kühlschrank,la nevera
13,Unidad 5,die Art; die Weise,la forma
13,Unidad 5,zu etw. dienen,servir para algo
13,Unidad 5,nützlich; hilfreich,útil
13,Unidad 5,die Bevölkerung,la población
13,Unidad 5,der Wolkenkratzer,el rascacielos
13,Unidad 5,unterirdisch,"subterráneo, -a"
13,Unidad 5,die Infrastruktur,la infraestructura
13,Unidad 5,(ein Fahrzeug) fahren,conducir
13,Unidad 5,der Stau,el atasco
13,Unidad 5,der Unfall,el accidente
13,Unidad 5,der Fehler,el error
13,Unidad 5,die Ampel,el semáforo
13,Unidad 5,das heißt,es decir
13,Unidad 5,die Kapsel,la cápsula
13,Unidad 5,die Geschwindigkeit,la velocidad
13,Unidad 5,das Schlafzimmer,el dormitorio
13,Unidad 5,schlafen,dormir
13,Unidad 5,der Bildschirm,la pantalla
13,Unidad 5,gigantisch; riesig,gigante
13,Unidad 5,der Termin,la cita
13,Unidad 5,der Videoanruf,la videollamada
13,Unidad 5,jdn anrufen,llamar a alguien
13,Unidad 5,jdm (gut/schlecht) stehen,quedarle bien a alguien
13,Unidad 5,etw. aufräumen,ordenar algo
13,Unidad 5,das Lebensmittel,el alimento
13,Unidad 5,fehlen,faltar
13,Unidad 5,die Bestellung,el pedido
13,Unidad 5,die Tätowierung,el tatuaje
13,Unidad 5,die Gesundheit,la salud
13,Unidad 5,der Arzt / die Ärztin,el médico / la médica
13,Unidad 5,die Medizin,la medicina
13,Unidad 5,jdn heilen,curar a alguien
13,Unidad 5,jdm etw. schicken,mandar algo a alguien
13,Unidad 5,drucken,imprimir
13,Unidad 5,das Organ,el órgano
13,Unidad 5,etw./jdn manipulieren,manipular algo/a alguien
13,Unidad 5,die DNS,el ADN
13,Unidad 5,im Allgemeinen,en general
13,Unidad 5,der Fortschritt,el avance
13,Unidad 5,ein gesundes Leben führen,llevar una vida sana
13,Unidad 5,gesund,"sano, -a"
13,Unidad 5,die Gabel,el tenedor
13,Unidad 5,das Vitamin,la vitamina
13,Unidad 5,die Kalorie,la caloría
13,Unidad 5,derselbe / dieselbe / dasselbe,el mismo / la misma
13,Unidad 5,anders,de otra manera
13,Unidad 5,das heißt; also,o sea
13,Unidad 5,sich treffen,encontrarse
13,Unidad 5,jdn begleiten,acompañar a alguien
13,Unidad 5,der Elefant,el elefante
13,Unidad 5,das Tennis,el tenis
13,Unidad 5,aufhören zu,dejar de (+ Inf.)
13,Unidad 5,die Meisterschaft,el campeonato
13,Unidad 5,die Geste,el gesto
13,Unidad 5,der Impuls,el impulso
13,Unidad 5,Gehirn-,cerebral
13,Unidad 5,die Arbeit,el empleo
13,Unidad 5,Arbeits-,laboral
13,Unidad 5,wegen,debido a
13,Unidad 5,die Technologie,la tecnología
13,Unidad 5,die Tendenz,la tendencia
13,Unidad 5,sozial,social
13,Unidad 5,der Angestellte / die Angestellte,el empleado / la empleada
13,Unidad 5,sich mit etw. zufriedengeben,conformarse con algo
13,Unidad 5,zu etw./jdm gehören,pertenecer a algo/alguien
13,Unidad 5,die Generation,la generación
13,Unidad 5,zu etw./jdm werden,convertirse en
13,Unidad 5,die Verpflichtung,la obligación
13,Unidad 5,etw. tun müssen,deber hacer algo
13,Unidad 5,sich an etw. anpassen,adaptarse a algo
13,Unidad 5,bevor,antes de que
13,Unidad 5,damit,para que
13,Unidad 5,die Flexibilität,la flexibilidad
13,Unidad 5,flexibel,flexible
13,Unidad 5,positiv,"positivo, -a"
13,Unidad 5,negativ,"negativo, -a"
13,Unidad 5,die Freiheit,la libertad
13,Unidad 5,die Freizeit,el tiempo libre
13,Unidad 5,der Nomade / die Nomadin,el/la nómada
13,Unidad 5,der Arbeiter / die Arbeiterin,el trabajador / la trabajadora
13,Unidad 5,arbeiten,trabajar
13,Unidad 5,der/die Selbstständige,"el/la autónomo, -a"
13,Unidad 5,die Karibik,el Caribe
13,Unidad 5,anstatt,en vez de
13,Unidad 5,etw. antreiben,impulsar algo
13,Unidad 5,die Studie,el estudio
13,Unidad 5,lernen,estudiar
13,Unidad 5,die Grundschule,la Primaria
13,Unidad 5,eine Tätigkeit ausüben,realizar un trabajo
13,Unidad 5,dagegen,en cambio
13,Unidad 5,das Tutorial,el tutorial
13,Unidad 5,der Lotse,el controlador
13,Unidad 5,der Verkehr,el tráfico
13,Unidad 5,voll,"lleno, -a"
13,Unidad 5,sich um etw./jdn kümmern,encargarse de algo/alguien
13,Unidad 5,unentbehrlich,imprescindible
13,Unidad 5,wenn; sobald,cuando
13,Unidad 6,der Auswanderer / die Auswandererin,el/la emigrante
13,Unidad 6,auswandern,emigrar
13,Unidad 6,legal,legal
13,Unidad 6,illegal; gesetzwidrig,ilegal
13,Unidad 6,das Aussehen,el aspecto físico
13,Unidad 6,der Einwanderer / die Einwanderin,el/la inmigrante
13,Unidad 6,einwandern,inmigrar
13,Unidad 6,der Ausländer / die Ausländerin,el extranjero / la extranjera
13,Unidad 6,das Boot,la embarcación
13,Unidad 6,der Geflüchtete; der Flüchtling,el refugiado / la refugiada
13,Unidad 6,der Zaun,la valla
13,Unidad 6,etw./jdn retten,rescatar algo/a alguien
13,Unidad 6,(auf)wachsen,crecer
13,Unidad 6,die Arbeitslosigkeit,el desempleo
13,Unidad 6,die Kriminalität,la delincuencia
13,Unidad 6,der Straftäter / die Straftäterin,el/la delincuente
13,Unidad 6,jdn empfangen,acoger a alguien
13,Unidad 6,das Glück,la suerte
13,Unidad 6,nachdem,después de que
13,Unidad 6,die Wohngemeinschaft,el piso compartido
13,Unidad 6,etw. teilen,compartir algo
13,Unidad 6,die Gewohnheit,la costumbre
13,Unidad 6,der Brauch,el hábito
13,Unidad 6,chinesisch,"chino, -a"
13,Unidad 6,der Mitbewohner / die Mitbewohnerin,el compañero / la compañera (de piso)
13,Unidad 6,weiterhin etw. tun; immer noch etw. tun,seguir (+ Inf.)
13,Unidad 6,etw. seit (Zeitraum) tun,llevar (+ Zeit) haciendo algo
13,Unidad 6,jdm etw. raten,aconsejar algo a alguien
13,Unidad 6,jdm etw. empfehlen,recomendar algo a alguien
13,Unidad 6,der Rat,el consejo
13,Unidad 6,sich integrieren,integrarse
13,Unidad 6,daher; deswegen; deshalb,por lo tanto
13,Unidad 6,in Rente gehen,jubilarse
13,Unidad 6,der Enkel / die Enkelin,el nieto / la nieta
13,Unidad 6,der Ursprung; die Herkunft,el origen
13,Unidad 6,das Herz,el corazón
13,Unidad 6,profitieren,salir ganando
13,Unidad 6,etw./jdn verlieren,perder algo/a alguien
13,Unidad 6,den Kürzeren ziehen,salir perdiendo
13,Unidad 6,etw. sparen,ahorrar algo
13,Unidad 6,hart,"duro, -a"
13,Unidad 6,wehen,soplar
13,Unidad 6,stark,fuerte
13,Unidad 6,sich bewegen,moverse
13,Unidad 6,das Auffanglager,el centro de acogida
13,Unidad 6,fortfahren etw. zu tun; weiterhin etw. tun,continuar haciendo algo
13,Unidad 6,die Zeit mit etw. verbringen,pasar (+ Zeit) haciendo algo
13,Unidad 6,bleiben und etw. machen,quedarse haciendo algo
13,Unidad 6,allmählich etw. tun,ir haciendo algo
13,Unidad 6,die Vorfahren,los antepasados
13,Unidad 6,etw. halten; aufrechterhalten,mantener algo
13,Unidad 6,die Vergangenheit,el pasado
13,Unidad 6,die Gegenwart,el presente
13,Unidad 6,katholisch,"católico, -a"
13,Unidad 6,realistisch,realista
13,Unidad 6,die jüngste Vergangenheit,la historia reciente
13,Unidad 6,etw. beherbergen,albergar algo
13,Unidad 6,einheitlich,"homogéneo, -a"
13,Unidad 6,sich an etw. gewöhnen,acostumbrarse a algo
13,Unidad 6,etw./jdn identifizieren,identificar algo/a alguien
13,Unidad 6,massiv,"masivo, -a"
13,Unidad 6,der Zeitraum,el período
13,Unidad 6,sich niederlassen,asentarse
13,Unidad 6,sich in etw. eingliedern,incorporarse a algo
13,Unidad 6,(gut) erzogen,"educado, -a"
13,Unidad 6,die Erziehung; die Bildung,la educación
13,Unidad 6,das Sternchen,el asterisco
13,Unidad 6,die Diskriminierung,la discriminación
13,Unidad 6,aufwachsen,criarse
13,Unidad 6,der Dialekt; die Mundart,el dialecto
13,Unidad 6,mit jdm einer Meinung sein,coincidir con alguien
13,Unidad 6,das Bewusstsein,la conciencia
13,Unidad 6,sich einer Sache bewusst sein,ser consciente de algo
13,Unidad 6,danebenschießen; das Ziel verfehlen,fallar
13,Unidad 6,jdn ärgern,meterse con alguien
13,Unidad 6,bis,hasta que
13,Unidad 6,etw./jdn akzeptieren,aceptar algo/a alguien
13,Unidad 6,die Seite,el lado
13,Unidad 6,auf etw./jdn stolz sein,"estar orgulloso, -a de algo/alguien"
13,Unidad 6,bereit (sein); fertig (sein),"estar listo, -a"
13,Unidad 6,klug (sein),"ser listo, -a"
13,Unidad 7,der Randstreifen,el arcén
13,Unidad 7,die Landstraße,la carretera
13,Unidad 7,die (Fahr-)Spur,el carril
13,Unidad 7,der Fahrer / die Fahrerin,el conductor / la conductora
13,Unidad 7,(ein Fahrzeug) fahren,conducir
13,Unidad 7,sich betrinken,emborracharse
13,Unidad 7,gegen etw. prallen,estrellarse contra algo
13,Unidad 7,die Fußgängerüberführung,la pasarela
13,Unidad 7,etw./jdn filmen; aufnehmen,grabar algo/a alguien
13,Unidad 7,vor etw./jdm fliehen,huir de algo/alguien
13,Unidad 7,das Licht,la luz
13,Unidad 7,das Fahrzeug,el vehículo
13,Unidad 7,das Opfer,la víctima
13,Unidad 7,auf dem Dach liegen bleiben,quedar panza arriba
13,Unidad 7,sich überschlagen,volcar
13,Unidad 7,etw. einschalten,encender algo
13,Unidad 7,etw. ausschalten,apagar algo
13,Unidad 7,die Strecke,el tramo
13,Unidad 7,der Plan,el plan
13,Unidad 7,etw. anfangen,comenzar / empezar
13,Unidad 7,die Aufnahme,la grabación
13,Unidad 7,das Hindernis,el obstáculo
13,Unidad 7,sich nähern,acercarse
13,Unidad 7,etw. bestätigen; behaupten,afirmar algo
13,Unidad 7,der Kopf,la cabeza
13,Unidad 7,das Geländer,la barandilla
13,Unidad 7,etw. berechnen,calcular algo
13,Unidad 7,die Entfernung,la distancia
13,Unidad 7,die Freude,la alegría
13,Unidad 7,etw. perfekt tun,hacer algo a la perfección
13,Unidad 7,zu; nach,hacia
13,Unidad 7,die Kontrolle,el control
13,Unidad 7,etw./jdn kontrollieren,controlar algo/a alguien
13,Unidad 7,in diesem Fall,en ese caso
13,Unidad 7,sofort; unverzüglich,de inmediato
13,Unidad 7,jdm etw. wegnehmen; entfernen,quitar algo (a alguien)
13,Unidad 7,(sich) aufhalten,entretenerse
13,Unidad 7,gleich darauf,a continuación
13,Unidad 7,weiterhin etw. tun,continuar haciendo algo
13,Unidad 7,begeistert (sein),"estar emocionado, -a"
13,Unidad 7,wieder etw. tun,volver a hacer algo
13,Unidad 7,etw. auf jdn richten,dirigir algo a alguien
13,Unidad 7,an der Reihe sein,tocarle el turno a alguien
13,Unidad 7,vorige; -r; -s,anterior
13,Unidad 7,verschieden; anders; unterschiedlich,"distinto, -a"
13,Unidad 7,etw./jdm ausweichen,esquivar algo/a alguien
13,Unidad 7,gegen etw. prallen,golpearse contra algo
13,Unidad 7,die Folge,la consecuencia
13,Unidad 7,sich überschlagen,dar dos vueltas / volcar
13,Unidad 7,die Wolke,la nube
13,Unidad 7,der Rauch,el humo
13,Unidad 7,das Geräusch; der Lärm,el ruido
13,Unidad 7,hinuntergehen; -laufen,bajar
13,Unidad 7,verrückt (sein),"estar loco, -a"
13,Unidad 7,sich treffen,reunirse
13,Unidad 7,der Brunnen,la fuente
13,Unidad 7,schreien,exclamar
13,Unidad 7,etw. verneinen; leugnen,negar algo
13,Unidad 7,den Kopf schütteln,negar con la cabeza
13,Unidad 7,etw. wiederholen,repetir algo
13,Unidad 7,etw. verbergen,disimular algo
13,Unidad 7,etw./jdn hören,oír algo/a alguien
13,Unidad 7,irgendein / irgendeine,algún / alguna
13,Unidad 7,sogar,incluso
13,Unidad 7,schließlich,finalmente
13,Unidad 7,dennoch; trotzdem,no obstante / sin embargo
13,Unidad 7,sich beruhigen,tranquilizarse
13,Unidad 7,ruhig,"tranquilo, -a"
13,Unidad 7,unmöglich,imposible
13,Unidad 7,etw. bezweifeln,dudar algo
13,Unidad 7,der Zweifel,la duda
13,Unidad 7,das Gesicht,la cara
13,Unidad 7,furchtbar,terrible
13,Unidad 7,der Schmerz,el dolor
13,Unidad 7,wehtun,doler
13,Unidad 7,ganz,"entero, -a"
13,Unidad 7,geschehen,ocurrir
13,Unidad 7,etw. verursachen,provocar algo
13,Unidad 7,mehrere,"varios, -as"
13,Unidad 7,vielleicht,quizá(s)
13,Unidad 7,Das ist mir egal.,Me da igual.
13,Unidad 7,gleich,igual
13,Unidad 7,anders; unterschiedlich,diferente
13,Unidad 7,die Erzählung; das Märchen,el cuento
13,Unidad 7,der Kurzfilm,el corto
13,Unidad 7,der Schauspieler / die Schauspielerin,el actor / la actriz

